UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Failure,Failure Type
6906,M21765,M,301.0,311.5,1550,34.9,162,False,No Failure
7239,L54418,L,299.8,310.0,1697,36.0,175,False,No Failure
4959,L52138,L,303.8,312.5,1523,47.0,152,False,No Failure
6786,L53965,L,301.2,310.6,1389,45.3,64,False,No Failure
5178,H34591,H,304.0,313.1,1388,53.2,91,False,No Failure
4948,L52127,L,303.7,312.7,1395,53.9,123,False,No Failure
18,M14877,M,298.7,309.2,1410,45.6,47,False,No Failure
7851,M22710,M,300.3,311.7,1447,36.8,0,False,No Failure
2763,L49942,L,299.8,309.2,1479,44.4,214,False,No Failure
7140,L54319,L,300.6,310.1,1495,42.3,132,False,No Failure
5262,L52441,L,303.4,312.8,1513,35.8,92,False,No Failure
482,M15341,M,297.3,309.0,1556,39.5,168,False,No Failure
4722,L51901,L,303.5,311.8,1927,21.9,195,False,No Failure
7467,H36880,H,300.3,311.6,1801,23.6,97,False,No Failure
2194,M17053,M,299.5,308.9,1448,42.9,74,False,No Failure
1137,L48316,L,296.9,307.8,1557,38.1,135,False,No Failure
1402,H30815,H,298.9,310.2,1532,37.7,166,False,No Failure
4902,M19761,M,303.6,312.3,1630,32.4,223,False,No Failure
1746,L48925,L,298.5,308.0,1624,29.8,160,False,No Failure
6433,M21292,M,300.3,309.9,1447,46.5,28,False,No Failure
3736,M18595,M,302.2,311.1,1434,58.6,102,False,No Failure
3431,H32844,H,301.6,310.6,1821,26.2,171,False,No Failure
7981,M22840,M,301.2,312.4,1505,39.6,102,False,No Failure
4450,M19309,M,302.4,310.3,1378,54.3,165,True,Heat Dissipation Failure
7555,M22414,M,300.3,311.4,1371,50.2,109,False,No Failure
8632,H38045,H,297.3,308.3,1506,37.0,54,False,No Failure
1342,M16201,M,298.6,310.2,1328,50.5,12,False,No Failure
6942,L54121,L,300.8,311.4,1316,57.6,43,False,No Failure
6549,L53728,L,301.4,310.8,1770,24.1,112,False,No Failure
7951,L55130,L,300.8,311.6,1568,36.0,23,False,No Failure
3799,L50978,L,302.1,310.8,1786,25.7,47,False,No Failure
1394,L48573,L,299.1,310.4,1594,33.3,147,False,No Failure
8588,M23447,M,297.4,307.9,1627,34.3,166,False,No Failure
2174,M17033,M,299.5,309.2,1495,41.6,17,False,No Failure
7579,L54758,L,300.4,311.2,1673,28.9,171,False,No Failure
5297,H34710,H,303.8,313.2,1379,50.2,178,False,No Failure
7822,L55001,L,299.9,311.3,1802,24.4,151,False,No Failure
8149,M23008,M,299.5,310.7,1488,39.5,95,False,No Failure
6067,L53246,L,301.0,311.0,1804,25.8,174,False,No Failure
6086,L53265,L,300.9,310.6,1538,36.7,3,False,No Failure
4671,L51850,L,303.2,311.4,1610,35.5,63,False,No Failure
9054,M23913,M,297.4,308.5,1638,32.2,84,False,No Failure
8777,L55956,L,297.5,308.6,1352,52.6,12,False,No Failure
7390,L54569,L,299.8,310.6,1707,32.5,124,False,No Failure
1246,M16105,M,297.1,308.4,1588,33.4,204,False,No Failure
1277,M16136,M,298.2,309.4,1693,34.4,73,False,No Failure
9141,L56320,L,297.5,308.5,1373,39.9,110,False,No Failure
3257,L50436,L,301.1,309.8,1519,39.6,167,False,No Failure
730,L47909,L,297.3,308.6,1586,37.7,155,False,No Failure
6757,L53936,L,301.8,311.2,1840,26.6,202,False,No Failure
8004,M22863,M,300.8,312.0,1274,67.3,159,False,No Failure
4609,M19468,M,303.0,311.2,1519,38.0,139,False,No Failure
7188,L54367,L,300.4,310.5,1402,54.3,44,False,No Failure
5599,L52778,L,302.8,312.1,1441,52.1,79,False,No Failure
5067,L52246,L,304.1,313.1,1550,30.9,9,False,No Failure
7141,L54320,L,300.5,309.9,1382,46.5,134,False,No Failure
3797,M18656,M,302.1,310.8,1504,37.5,42,False,No Failure
6562,L53741,L,301.5,310.7,1596,35.4,150,False,No Failure
5470,M20329,M,302.7,312.2,1439,42.5,164,False,No Failure
3970,L51149,L,302.3,311.4,1504,38.7,65,False,No Failure
4169,L51348,L,302.2,310.6,1632,30.5,122,False,No Failure
6532,H35945,H,301.2,310.7,1656,26.2,64,False,No Failure
6286,M21145,M,301.2,310.7,1426,46.1,67,False,No Failure
1048,M15907,M,296.6,307.7,1474,52.6,101,False,No Failure
2081,L49260,L,299.3,309.2,2280,15.4,207,False,No Failure
5436,M20295,M,303.0,312.5,1524,42.1,76,False,No Failure
7247,L54426,L,299.9,310.1,1681,29.1,197,False,No Failure
899,L48078,L,295.6,306.2,1446,49.9,133,False,No Failure
2816,M17675,M,300.1,309.4,1569,31.6,124,False,No Failure
9573,M24432,M,299.7,310.8,1405,47.6,192,False,No Failure
6770,L53949,L,301.2,310.8,1392,52.6,23,False,No Failure
3698,L50877,L,302.2,311.2,1928,23.1,2,False,No Failure
2708,M17567,M,299.6,309.0,1539,36.1,76,False,No Failure
9809,M24668,M,298.2,309.0,1441,44.2,147,False,No Failure
9422,M24281,M,298.1,308.5,1382,54.5,17,False,No Failure
2750,M17609,M,299.7,309.2,1685,28.9,179,True,No Failure
149,M15008,M,298.3,308.3,1379,48.0,181,False,No Failure
876,M15735,M,295.8,306.3,1444,45.5,76,False,No Failure
4396,L51575,L,302.3,310.1,1513,40.4,22,False,No Failure
1809,L48988,L,298.1,307.7,2567,12.8,125,True,Power Failure
9127,L56306,L,297.4,308.5,1477,40.7,74,False,No Failure
4897,M19756,M,303.7,312.4,1642,32.3,206,False,No Failure
3393,L50572,L,301.5,310.7,1408,47.3,79,False,No Failure
5366,L52545,L,303.1,312.6,1548,36.4,150,False,No Failure
1719,M16578,M,298.2,307.7,1681,31.0,84,False,No Failure
2955,H32368,H,300.6,309.4,1691,28.0,36,False,No Failure
7227,L54406,L,299.7,309.6,1399,51.3,144,False,No Failure
2257,L49436,L,299.1,308.3,1489,38.1,32,False,No Failure
1799,M16658,M,298.0,307.5,1431,52.9,92,False,No Failure
2901,L50080,L,300.5,309.3,1574,33.5,101,False,No Failure
2854,M17713,M,300.5,309.3,1539,39.1,216,False,No Failure
2110,M16969,M,299.3,309.0,1496,43.4,67,False,No Failure
2581,L49760,L,299.3,309.1,1293,53.7,189,False,No Failure
7110,L54289,L,300.9,310.5,1599,40.5,57,False,No Failure
5895,L53074,L,301.2,310.9,1597,37.9,164,False,No Failure
9908,M24767,M,298.6,309.1,1487,43.2,206,False,No Failure
926,H30339,H,295.6,306.1,1623,30.9,210,False,No Failure
7120,L54299,L,301.0,310.5,1378,44.4,83,False,No Failure
5216,M20075,M,303.7,312.7,1532,42.7,194,False,No Failure
6357,M21216,M,300.1,309.7,1420,48.4,36,False,No Failure
7451,L54630,L,300.3,311.8,1451,41.0,55,False,No Failure
4953,M19812,M,303.8,312.7,1374,53.6,136,False,No Failure
5478,L52657,L,302.7,312.1,1763,26.5,184,False,No Failure
3256,L50435,L,301.0,309.7,1491,42.9,165,False,No Failure
4415,L51594,L,302.7,310.5,1520,39.3,73,False,No Failure
9256,L56435,L,298.2,309.0,1651,31.5,197,False,No Failure
3944,L51123,L,302.3,311.4,1333,66.7,205,True,Power Failure
6664,L53843,L,301.3,310.4,1504,47.2,193,False,No Failure
3269,M18128,M,301.3,310.1,1525,37.8,199,False,No Failure
6603,L53782,L,301.5,310.6,1374,46.7,32,False,No Failure
565,H29978,H,297.6,309.6,1669,32.1,155,False,No Failure
5063,L52242,L,304.0,312.9,1313,53.9,202,False,No Failure
2279,M17138,M,299.3,308.7,1459,35.6,87,False,No Failure
6286,M21145,M,301.2,310.7,1426,46.1,67,False,No Failure
9869,L57048,L,298.9,309.9,1526,35.4,96,False,No Failure
6680,L53859,L,301.6,310.8,1392,42.4,3,False,No Failure
6317,L53496,L,300.9,310.4,1544,36.0,148,False,No Failure
3172,L50351,L,300.4,309.6,1386,56.9,170,False,No Failure
4556,L51735,L,302.7,310.6,1690,26.7,4,False,No Failure
5899,L53078,L,301.0,310.7,1300,57.2,174,False,No Failure
3078,L50257,L,300.1,309.3,1841,23.0,125,False,No Failure
4294,L51473,L,301.8,310.0,1393,44.9,208,False,No Failure
7794,L54973,L,300.1,311.5,1434,40.8,80,False,No Failure
8693,L55872,L,297.1,308.4,1583,31.9,2,False,No Failure
8250,L55429,L,299.0,310.4,1524,39.8,120,False,No Failure
6845,M21704,M,301.3,311.4,1838,23.2,215,False,No Failure
3099,M17958,M,299.9,309.2,1389,51.2,185,False,No Failure
7,L47186,L,298.1,308.6,1558,42.4,14,False,No Failure
8627,L55806,L,297.4,308.2,1402,49.7,41,False,No Failure
556,M15415,M,297.4,309.4,1539,42.2,134,False,No Failure
5499,M20358,M,302.9,312.5,1903,21.2,23,False,No Failure
7673,M22532,M,300.5,311.7,2141,17.2,196,False,No Failure
2756,L49935,L,299.7,309.2,1478,38.8,199,False,No Failure
176,L47355,L,298.2,308.1,1382,43.5,37,False,No Failure
8420,L55599,L,299.0,310.3,1431,39.9,157,False,No Failure
6538,M21397,M,301.3,310.5,1481,39.7,85,False,No Failure
3059,L50238,L,300.0,309.0,1709,32.1,79,False,No Failure
3216,M18075,M,300.5,309.4,2179,16.3,59,False,No Failure
4631,L51810,L,302.9,311.2,1751,23.8,196,False,No Failure
5914,H35327,H,300.7,310.2,1479,52.3,9,False,No Failure
4495,H33908,H,302.6,310.4,1649,30.1,62,False,No Failure
1884,M16743,M,298.0,307.6,1472,46.7,116,False,No Failure
5069,M19928,M,304.3,313.3,1540,39.0,14,False,No Failure
6484,L53663,L,300.7,309.9,1412,45.3,155,False,No Failure
4588,M19447,M,302.8,311.0,1507,33.4,82,False,No Failure
5753,H35166,H,302.3,311.8,1804,25.0,43,False,No Failure
2752,L49931,L,299.7,309.1,1417,50.1,187,False,No Failure
3574,L50753,L,301.8,310.6,1452,48.4,110,False,No Failure
7887,M22746,M,300.6,312.2,2174,18.5,95,False,No Failure
9281,H38694,H,298.2,308.8,1470,43.3,61,False,No Failure
7670,L54849,L,300.7,311.8,1336,58.4,189,True,Overstrain Failure
8986,L56165,L,297.1,307.8,1584,42.3,135,False,No Failure
1910,L49089,L,298.0,307.7,1435,45.6,184,False,No Failure
9496,H38909,H,299.3,310.0,1373,44.8,221,False,No Failure
2251,M17110,M,299.2,308.4,1396,48.7,13,False,No Failure
5535,M20394,M,302.3,311.7,1494,37.1,114,False,No Failure
1208,M16067,M,297.0,308.1,1573,34.9,93,False,No Failure
6553,L53732,L,301.4,310.7,1786,26.1,123,False,No Failure
973,L48152,L,295.8,306.6,1644,35.2,115,False,No Failure
1861,L49040,L,297.8,307.6,1607,30.3,62,False,No Failure
3136,L50315,L,300.4,309.8,1342,52.5,68,False,No Failure
8448,L55627,L,298.6,310.1,1439,49.9,17,False,No Failure
2467,L49646,L,299.0,308.6,1429,37.7,126,False,No Failure
1147,L48326,L,297.0,307.9,1529,42.2,157,False,No Failure
4724,L51903,L,303.4,311.8,1366,50.9,200,True,Heat Dissipation Failure
419,L47598,L,297.4,308.4,2151,17.7,0,False,No Failure
1334,M16193,M,299.0,310.3,1558,35.4,223,False,No Failure
5616,M20475,M,303.0,312.2,1257,71.3,122,True,Power Failure
651,L47830,L,297.6,309.2,1611,33.1,155,False,No Failure
6098,H35511,H,300.9,310.8,1477,38.4,31,False,No Failure
327,L47506,L,297.7,308.5,1501,41.4,201,False,No Failure
2619,M17478,M,299.4,309.1,1461,48.6,70,False,No Failure
5486,L52665,L,302.6,312.1,1344,51.0,206,False,No Failure
2404,H31817,H,299.2,308.7,1448,51.4,173,False,No Failure
9679,M24538,M,299.1,310.2,1711,28.1,17,False,No Failure
3217,L50396,L,300.5,309.5,1653,27.6,62,False,No Failure
4406,L51585,L,302.4,310.2,1331,45.5,53,True,Heat Dissipation Failure
4707,L51886,L,303.5,311.7,1959,22.3,157,False,No Failure
8160,H37573,H,299.6,310.9,1679,31.2,120,False,No Failure
1408,L48587,L,298.9,310.0,1564,33.8,183,False,No Failure
8003,M22862,M,300.9,312.1,1851,23.0,156,False,No Failure
5273,M20132,M,303.6,313.0,1396,38.2,117,False,No Failure
7515,L54694,L,300.4,311.8,1636,32.3,7,False,No Failure
1051,L48230,L,296.6,307.6,1671,28.8,108,False,No Failure
9043,M23902,M,297.3,308.4,1599,32.9,58,False,No Failure
5691,L52870,L,302.3,311.8,1435,44.8,98,False,No Failure
6817,L53996,L,300.9,310.7,1477,43.2,143,False,No Failure
5844,L53023,L,301.5,311.2,1700,28.8,39,False,No Failure
6268,L53447,L,300.8,310.4,1570,35.2,23,False,No Failure
6863,M21722,M,301.1,311.2,1384,49.4,48,False,No Failure
3495,L50674,L,301.9,311.0,1356,45.7,119,False,No Failure
3043,M17902,M,300.2,309.4,1459,43.9,39,False,No Failure
6956,L54135,L,300.7,311.2,1399,47.9,80,False,No Failure
3655,L50834,L,302.1,311.4,1603,35.9,104,False,No Failure
7284,M22143,M,300.0,310.2,1443,58.7,68,False,No Failure
4573,M19432,M,302.9,311.0,1556,36.5,44,False,No Failure
9083,L56262,L,297.2,307.9,1309,49.6,167,False,No Failure
2851,L50030,L,300.4,309.3,1671,35.0,209,False,No Failure
21,H29434,H,298.9,309.3,1375,42.7,58,False,No Failure
6359,M21218,M,300.2,309.8,1466,45.7,41,False,No Failure
6945,M21804,M,300.7,311.3,1487,39.8,50,False,No Failure
1790,L48969,L,298.2,307.9,1313,67.3,67,True,Power Failure
5370,H34783,H,303.0,312.5,1507,37.9,163,False,No Failure
7905,M22764,M,300.8,312.4,1811,25.1,136,False,No Failure
1328,L48507,L,298.8,310.2,1814,26.8,204,False,No Failure
352,M15211,M,297.6,308.4,1611,31.0,48,False,No Failure
1434,L48613,L,298.8,309.8,1363,44.0,25,False,No Failure
1143,L48322,L,296.9,307.9,1423,43.9,149,False,No Failure
4415,L51594,L,302.7,310.5,1520,39.3,73,False,No Failure
3321,L50500,L,301.5,310.5,2289,16.4,112,False,No Failure
9254,M24113,M,298.2,309.0,1508,40.5,192,False,No Failure
3933,L51112,L,302.6,311.6,1953,22.4,180,False,No Failure
5600,M20459,M,302.7,312.0,1652,31.0,81,False,No Failure
3734,L50913,L,302.2,311.1,1470,39.6,97,False,No Failure
7512,L54691,L,300.4,311.8,1601,36.1,0,False,No Failure
5380,L52559,L,302.9,312.4,1446,41.7,196,False,No Failure
6701,H36114,H,301.6,310.9,1419,50.2,51,False,No Failure
387,L47566,L,297.6,308.7,1319,50.9,141,False,No Failure
475,L47654,L,297.4,309.1,1478,49.8,150,False,No Failure
4144,L51323,L,301.7,310.1,1500,39.6,56,False,No Failure
7017,L54196,L,300.6,310.5,1509,43.1,31,False,No Failure
1293,M16152,M,298.7,309.7,1868,23.8,118,False,No Failure
2589,L49768,L,299.0,308.7,1706,28.6,206,False,No Failure
2492,L49671,L,299.1,308.9,1445,43.4,197,False,No Failure
4920,L52099,L,303.3,312.2,1506,40.0,50,False,No Failure
4066,M18925,M,301.9,310.7,1511,37.6,70,False,No Failure
1110,L48289,L,296.6,307.5,1557,35.1,60,False,No Failure
5723,L52902,L,302.2,311.7,1488,44.6,178,False,No Failure
2737,M17596,M,299.7,309.1,1576,36.4,149,False,No Failure
9412,L56591,L,298.0,308.5,1404,46.6,201,False,No Failure
9180,H38593,H,297.9,309.1,1435,44.7,8,False,No Failure
5370,H34783,H,303.0,312.5,1507,37.9,163,False,No Failure
4573,M19432,M,302.9,311.0,1556,36.5,44,False,No Failure
2592,L49771,L,298.9,308.6,1522,46.4,2,False,No Failure
9786,H39199,H,298.7,309.7,1697,29.8,74,False,No Failure
3412,L50591,L,301.3,310.3,1419,55.7,125,False,No Failure
430,L47609,L,297.5,308.6,1208,62.3,28,False,No Failure
9869,L57048,L,298.9,309.9,1526,35.4,96,False,No Failure
5906,H35319,H,300.8,310.5,1582,31.1,193,False,No Failure
7517,M22376,M,300.3,311.7,1236,57.5,12,False,No Failure
6134,L53313,L,301.1,311.1,1470,40.9,125,False,No Failure
4713,L51892,L,303.4,311.8,1564,35.9,171,False,No Failure
1743,L48922,L,298.5,308.0,1379,49.6,152,False,No Failure
9466,M24325,M,298.6,309.4,1460,43.8,138,False,No Failure
7219,H36632,H,299.9,309.8,1400,48.7,119,False,No Failure
4343,M19202,M,301.7,309.8,1284,68.2,111,True,Power Failure
189,L47368,L,298.3,308.5,1606,33.6,67,False,No Failure
7145,M22004,M,300.4,309.8,1517,40.3,149,False,No Failure
6602,M21461,M,301.5,310.7,1347,47.9,29,False,No Failure
6487,L53666,L,300.5,309.8,1939,21.4,164,False,No Failure
8546,L55725,L,298.4,309.3,1806,27.6,64,False,No Failure
8450,L55629,L,298.4,309.9,1725,27.8,21,False,No Failure
240,L47419,L,298.0,308.2,1611,30.6,195,False,No Failure
1964,L49143,L,297.7,307.5,1379,43.3,111,False,No Failure
5062,L52241,L,304.0,312.9,1363,62.5,200,True,Overstrain Failure
6269,L53448,L,300.9,310.5,1616,33.5,25,False,No Failure
7925,H37338,H,300.7,311.9,1389,46.5,186,False,No Failure
468,L47647,L,297.2,308.5,2182,16.5,127,False,No Failure
3032,M17891,M,300.5,309.7,1389,43.3,9,False,No Failure
7587,L54766,L,300.4,311.1,1589,35.5,191,False,No Failure
2082,M16941,M,299.4,309.3,1485,47.1,209,False,No Failure
7295,L54474,L,300.1,310.6,1809,24.3,97,False,No Failure
3345,L50524,L,301.4,310.7,1706,27.9,170,False,No Failure
257,L47436,L,298.1,308.3,1331,63.0,13,False,No Failure
1110,L48289,L,296.6,307.5,1557,35.1,60,False,No Failure
3201,M18060,M,300.1,309.2,1454,44.4,19,False,No Failure
808,L47987,L,297.0,307.7,1867,22.8,118,False,No Failure
9043,M23902,M,297.3,308.4,1599,32.9,58,False,No Failure
3371,L50550,L,301.4,310.7,1584,32.2,17,False,No Failure
3291,L50470,L,301.2,310.2,1385,42.3,42,False,No Failure
6403,M21262,M,300.1,309.6,1584,36.7,165,False,No Failure
8268,L55447,L,299.2,310.7,1540,36.3,175,False,No Failure
8163,L55342,L,299.6,311.0,1574,35.0,133,False,No Failure
4785,L51964,L,303.9,312.6,1642,32.3,127,False,No Failure
8216,L55395,L,299.1,310.5,1437,43.1,40,False,No Failure
8900,M23759,M,297.3,308.5,1710,27.7,138,False,No Failure
9939,L57118,L,298.3,308.1,1528,33.9,82,False,No Failure
5703,L52882,L,302.3,311.7,1544,43.2,128,False,No Failure
9553,M24412,M,299.3,310.8,1523,40.9,141,False,No Failure
9925,M24784,M,298.5,308.6,1384,54.4,44,False,No Failure
1128,M15987,M,296.7,307.8,1672,32.4,113,False,No Failure
7810,M22669,M,300.0,311.4,1537,35.4,120,False,No Failure
9853,L57032,L,298.6,309.4,1316,51.4,52,False,No Failure
4412,L51591,L,302.5,310.3,1688,31.6,66,False,No Failure
9986,H39399,H,298.7,308.5,1572,35.6,202,False,No Failure
3614,L50793,L,301.7,310.9,1557,39.4,2,False,No Failure
8551,L55730,L,298.3,309.2,1456,45.5,75,False,No Failure
4598,M19457,M,303.0,311.1,1490,43.0,108,False,No Failure
8024,H37437,H,300.9,312.0,1397,42.7,212,False,No Failure
2071,L49250,L,299.7,309.5,1352,49.7,184,False,No Failure
6857,M21716,M,301.1,311.3,1836,22.8,31,False,No Failure
5432,L52611,L,302.8,312.5,1462,43.4,68,False,No Failure
6736,L53915,L,301.6,311.0,1485,40.1,142,False,No Failure
6505,M21364,M,301.0,310.1,1681,27.4,212,False,No Failure
9407,M24266,M,297.7,308.1,2189,15.6,186,False,No Failure
6478,L53657,L,300.5,309.7,1841,24.6,143,False,No Failure
9846,L57025,L,298.3,309.1,1421,47.4,33,False,No Failure
5046,M19905,M,304.1,313.2,1510,46.9,152,False,No Failure
2505,L49684,L,299.2,309.1,1468,45.6,2,False,No Failure
4392,M19251,M,302.2,310.1,1368,51.6,12,True,Heat Dissipation Failure
1498,L48677,L,298.0,308.7,1629,34.3,191,False,No Failure
9395,L56574,L,297.7,308.2,1334,53.0,156,False,No Failure
9909,L57088,L,298.6,309.0,1456,47.7,0,False,No Failure
288,L47467,L,298.2,308.3,1805,31.6,96,False,No Failure
589,L47768,L,297.6,309.4,1628,33.4,229,False,No Failure
2522,L49701,L,298.8,308.6,1584,34.4,42,False,No Failure
8427,L55606,L,299.1,310.5,1628,35.9,174,False,No Failure
3048,L50227,L,300.2,309.4,1558,38.3,51,False,No Failure
9389,M24248,M,297.5,307.9,1544,37.9,136,False,No Failure
7386,M22245,M,299.8,310.5,1375,53.9,110,False,No Failure
9212,M24071,M,298.0,309.0,1409,49.1,85,False,No Failure
3669,L50848,L,302.3,311.7,1510,38.7,141,False,No Failure
9070,M23929,M,297.2,308.2,1678,28.1,133,False,No Failure
1416,L48595,L,298.7,309.9,1617,33.0,203,False,No Failure
5418,L52597,L,302.6,312.4,1386,45.8,38,False,No Failure
6490,M21349,M,300.7,309.8,1490,38.8,173,False,No Failure
9736,L56915,L,299.0,310.1,1444,47.7,161,False,No Failure
1371,L48550,L,298.7,310.3,1451,40.0,86,False,No Failure
2264,M17123,M,299.2,308.4,1529,43.0,50,False,No Failure
7932,L55111,L,300.7,311.7,1499,38.4,205,False,No Failure
1111,L48290,L,296.5,307.4,1292,52.5,62,False,No Failure
2916,L50095,L,300.5,309.5,1255,62.1,138,False,No Failure
2519,M17378,M,298.9,308.6,1425,49.6,35,False,No Failure
4747,L51926,L,303.2,311.2,1427,45.6,25,False,No Failure
5221,L52400,L,303.8,313.0,1633,32.9,207,False,No Failure
5009,H34422,H,303.7,312.8,1488,42.8,54,False,No Failure
6796,L53975,L,301.4,310.8,1477,50.4,90,False,No Failure
425,L47604,L,297.3,308.4,1430,45.7,15,False,No Failure
1826,M16685,M,298.0,307.5,1784,27.8,163,False,No Failure
6967,L54146,L,300.7,311.0,1969,20.7,109,False,No Failure
7258,L54437,L,300.2,310.4,1518,41.8,5,False,No Failure
1274,L48453,L,298.1,309.4,1397,48.2,63,False,No Failure
2959,M17818,M,300.8,309.5,1481,44.5,49,False,No Failure
3273,M18132,M,301.3,310.0,1593,30.8,210,False,No Failure
2188,M17047,M,299.8,309.4,1439,47.4,57,False,No Failure
5960,L53139,L,300.6,310.8,1378,51.2,119,False,No Failure
2175,L49354,L,299.6,309.2,1572,33.4,20,False,No Failure
1330,H30743,H,298.8,310.2,1663,30.4,209,False,No Failure
9131,L56310,L,297.6,308.6,1576,32.7,83,False,No Failure
5121,M19980,M,304.2,313.6,1424,43.7,151,False,No Failure
1817,L48996,L,298.1,307.6,1460,46.5,143,False,No Failure
2943,L50122,L,300.7,309.5,1461,49.9,0,False,No Failure
6331,M21190,M,300.5,310.0,1580,37.0,181,False,No Failure
7140,L54319,L,300.6,310.1,1495,42.3,132,False,No Failure
9279,H38692,H,298.2,308.8,1606,39.9,53,False,No Failure
6751,M21610,M,301.7,311.0,1505,44.0,187,False,No Failure
8625,H38038,H,297.5,308.4,1490,39.7,34,False,No Failure
7200,L54379,L,300.0,309.9,1507,41.4,74,False,No Failure
6584,M21443,M,301.5,310.5,1503,38.2,200,False,No Failure
8929,L56108,L,297.4,308.4,1531,41.5,213,False,No Failure
7168,L54347,L,300.3,310.3,1362,60.3,206,True,Overstrain Failure
8812,L55991,L,297.2,308.5,1574,35.8,95,False,No Failure
1864,M16723,M,297.9,307.7,1517,39.5,69,False,No Failure
4129,L51308,L,301.9,310.4,1708,24.8,17,False,No Failure
2749,L49928,L,299.7,309.2,1631,35.1,177,False,No Failure
5220,L52399,L,303.8,313.0,1365,59.9,205,True,Overstrain Failure
2351,L49530,L,299.3,308.6,1744,26.4,33,False,No Failure
7437,L54616,L,300.0,311.4,1487,41.2,22,False,No Failure
5913,M20772,M,300.7,310.3,1659,29.8,6,False,No Failure
9291,L56470,L,298.2,309.0,1418,44.2,87,False,No Failure
1536,L48715,L,298.0,308.8,1581,36.1,73,False,No Failure
3044,L50223,L,300.3,309.5,1551,37.9,42,False,No Failure
9939,L57118,L,298.3,308.1,1528,33.9,82,False,No Failure
4040,L51219,L,301.9,310.8,1567,39.3,9,False,No Failure
4366,L51545,L,302.0,310.0,1449,48.8,181,False,No Failure
7370,M22229,M,299.6,310.1,1646,29.6,73,False,No Failure
6890,H36303,H,300.9,311.4,1387,42.7,121,False,No Failure
5878,L53057,L,301.5,311.1,1458,41.4,123,False,No Failure
1492,M16351,M,298.1,308.9,1353,46.2,173,False,No Failure
6748,M21607,M,301.8,311.1,1597,29.8,177,False,No Failure
459,L47638,L,297.3,308.6,1486,42.6,105,False,No Failure
4465,L51644,L,302.8,310.6,1671,30.5,201,False,No Failure
7312,H36725,H,300.0,310.5,1558,36.7,137,False,No Failure
5814,L52993,L,301.2,311.0,1761,29.1,195,False,No Failure
6494,L53673,L,300.7,309.8,1363,53.1,183,False,No Failure
5990,L53169,L,300.7,310.7,1507,46.1,209,False,No Failure
2357,H31770,H,299.3,308.6,1498,39.5,47,False,No Failure
957,H30370,H,295.6,306.2,1632,32.2,76,False,No Failure
1875,L49054,L,298.4,308.1,1598,32.7,94,False,No Failure
1577,L48756,L,298.3,308.4,1490,41.7,170,False,No Failure
3398,L50577,L,301.4,310.6,1648,30.7,90,False,No Failure
7831,H37244,H,299.9,311.2,1495,35.8,175,False,No Failure
5658,L52837,L,302.3,311.5,1794,26.1,7,False,No Failure
8156,L55335,L,299.5,310.8,1283,52.4,112,False,No Failure
673,M15532,M,297.6,308.9,1433,43.2,206,False,No Failure
2201,L49380,L,299.8,309.1,1546,35.6,93,False,No Failure
4401,L51580,L,302.3,310.1,1353,50.9,36,True,Heat Dissipation Failure
5381,L52560,L,302.8,312.3,1494,37.5,198,False,No Failure
2484,M17343,M,298.9,308.7,1402,49.8,167,False,No Failure
2308,H31721,H,299.0,308.5,1623,33.5,154,False,No Failure
328,L47507,L,297.7,308.5,1373,56.7,203,True,Overstrain Failure
1894,L49073,L,297.8,307.5,1631,29.9,144,False,No Failure
6643,L53822,L,301.6,310.6,1431,37.5,137,False,No Failure
9975,L57154,L,298.6,308.2,1361,68.2,172,True,Power Failure
8329,L55508,L,298.6,309.5,1325,52.2,127,False,No Failure
7401,M22260,M,299.6,310.6,1633,34.2,151,False,No Failure
2968,L50147,L,300.6,309.4,1369,51.6,71,False,No Failure
6130,M20989,M,301.0,311.0,1508,46.9,113,False,No Failure
5486,L52665,L,302.6,312.1,1344,51.0,206,False,No Failure
5737,M20596,M,302.4,311.9,1439,36.6,212,False,No Failure
5548,M20407,M,302.3,311.7,1540,28.9,149,False,No Failure
9257,L56436,L,298.2,309.1,1569,35.2,199,False,No Failure
2406,L49585,L,299.1,308.7,1498,38.9,181,False,No Failure
6703,M21562,M,301.6,310.8,1664,32.0,58,False,No Failure
432,L47611,L,297.5,308.5,1446,41.9,32,False,No Failure
2268,L49447,L,299.2,308.5,1370,52.4,61,False,No Failure
7972,L55151,L,301.0,312.1,1405,46.1,79,False,No Failure
9347,M24206,M,298.2,308.8,1626,40.4,20,False,No Failure
3645,L50824,L,302.2,311.5,1548,32.4,81,False,No Failure
2318,L49497,L,299.2,308.8,1605,31.1,181,False,No Failure
9726,M24585,M,298.7,309.7,1629,27.9,136,False,No Failure
3519,L50698,L,301.9,311.0,1376,44.9,186,False,No Failure
5485,M20344,M,302.5,312.0,1826,25.3,203,False,No Failure
4551,M19410,M,302.5,310.5,1507,40.2,201,False,No Failure
2532,M17391,M,298.8,308.5,1510,38.7,66,False,No Failure
7153,L54332,L,300.2,309.9,1566,36.4,170,False,No Failure
5044,L52223,L,304.1,313.2,1468,39.4,148,False,No Failure
7193,M22052,M,300.2,310.2,1429,43.8,54,False,No Failure
813,L47992,L,296.8,307.6,1338,44.4,128,False,No Failure
7020,L54199,L,300.8,310.8,1741,27.1,39,False,No Failure
6981,L54160,L,300.8,311.3,1505,45.5,141,False,No Failure
